id,brand,store_name,county,district,address,lat,lng,source,updated_at
TPD326,珍煮丹,信義市府店,台北,信義區,台北市信義區忠孝東路五段17號之1,,,manual,2026-07-18
TPD327,珍煮丹,台北北醫店,台北,信義區,台北市信義區莊敬路318號1樓,,,manual,2026-07-18
TPD328,日出茶太,台北101店,台北,信義區,台北市信義區市府路45號,,,manual,2026-07-18
TPD329,日出茶太,信義威秀店,台北,信義區,台北市信義區松壽路20號2樓,,,manual,2026-07-18
TPD330,日出茶太,台北松仁店,台北,信義區,台北市信義區松仁路160號,,,manual,2026-07-18
TPD331,大苑子,市府夢想店,台北,信義區,台北市信義區忠孝東路五段139號,,,manual,2026-07-18
TPD332,大苑子,台北莊敬店,台北,信義區,台北市信義區莊敬路343號,,,manual,2026-07-18
TPD333,大苑子,信義松山店,台北,信義區,台北市信義區松山路627號,,,manual,2026-07-18
TPD334,50嵐,八德店,台北,松山區,台北市松山區八德路四段59號,,,manual,2026-07-18
TPD335,50嵐,饒河店,台北,松山區,台北市松山區八德路四段777號,,,manual,2026-07-18
TPD336,50嵐,北寧店,台北,松山區,台北市松山區北寧路26號,,,manual,2026-07-18
TPD337,50嵐,南京三民店,台北,松山區,台北市松山區南京東路五段123巷37號1樓,,,manual,2026-07-18
TPD338,50嵐,民生店,台北,松山區,台北市松山區民生東路四段104號,,,manual,2026-07-18
TPD339,50嵐,長春店,台北,松山區,台北市松山區長春路476號,,,manual,2026-07-18
TPD340,50嵐,新東店,台北,松山區,台北市松山區民生東路五段197-1號,,,manual,2026-07-18
TPD341,清心福全,饒河店,台北,松山區,台北市松山區八德路四段779號,,,manual,2026-07-18
TPD342,清心福全,東興店,台北,松山區,台北市松山區南京東路五段234-2號,,,manual,2026-07-18
TPD343,清心福全,延吉店,台北,松山區,台北市松山區延吉街2-4號,,,manual,2026-07-18
TPD344,清心福全,南京東店,台北,松山區,台北市松山區南京東路四段133巷7弄1號,,,manual,2026-07-18
TPD345,清心福全,八德店,台北,松山區,台北市松山區八德路四段48號,,,manual,2026-07-18
TPD346,清心福全,新東店,台北,松山區,台北市松山區新東街19號,,,manual,2026-07-18
TPD347,CoCo都可,南京五店,台北,松山區,台北市松山區南京東路五段66巷15號,,,manual,2026-07-18
TPD348,CoCo都可,南四店,台北,松山區,台北市松山區南京東路四段133巷4弄2號,,,manual,2026-07-18
TPD349,CoCo都可,慶城店,台北,松山區,台北市松山區長春路470號,,,manual,2026-07-18
TPD350,CoCo都可,台北南京店,台北,松山區,台北市松山區南京東路三段285號1F,,,manual,2026-07-18
TPD351,迷客夏,臺北南京店,台北,松山區,台北市松山區南京東路五段68號,,,manual,2026-07-18
TPD352,迷客夏,臺北小巨蛋店,台北,松山區,台北市松山區健康路100號,,,manual,2026-07-18
TPD353,麻古茶坊,台北小巨蛋店,台北,松山區,台北市松山區南京東路四段133巷5-1號,,,manual,2026-07-18
TPD354,麻古茶坊,南京三民店,台北,松山區,台北市松山區南京東路五段123巷6弄2號,,,manual,2026-07-18
TPD355,龜記茗品,南京三民店,台北,松山區,台北市松山區南京東路五段123巷13號,,,manual,2026-07-18
TPD356,五桐號,台北饒河店,台北,松山區,台北市松山區八德路四段773號1樓,,,manual,2026-07-18
TPD357,可不可熟成紅茶,松山南京店,台北,松山區,台北市松山區南京東路五段163-8號,,,manual,2026-07-18
TPD358,可不可熟成紅茶,松山饒河店,台北,松山區,台北市松山區饒河街41號,,,manual,2026-07-18
TPD359,茶的魔手,台北慶城店,台北,松山區,台北市松山區慶城街1號1樓,,,manual,2026-07-18
TPD360,COMEBUY,Comebuy Dream 台北小巨蛋,台北,松山區,台北市松山區南京東路四段2號1樓,,,manual,2026-07-18
TPD361,COMEBUY,松山新東店,台北,松山區,台北市松山區新東街29號1樓,,,manual,2026-07-18
TPD362,COMEBUY,台北饒河店,台北,松山區,台北市松山區八德路四段687號,,,manual,2026-07-18
TPD363,COMEBUY,台北延吉店,台北,松山區,台北市松山區延吉街2-5號,,,manual,2026-07-18
TPD364,COMEBUY,台北慶城店,台北,松山區,台北市松山區慶城街14-1號,,,manual,2026-07-18
TPD365,COMEBUY,松山機場店,台北,松山區,台北市松山區敦化北路340-9號,,,manual,2026-07-18
TPD366,茶湯會,台北民生東五店,台北,松山區,台北市松山區民生東路五段197-2號1樓,,,manual,2026-07-18
TPD367,茶湯會,八德三店,台北,松山區,台北市松山區八德路三段78號,,,manual,2026-07-18
TPD368,珍煮丹,台北南京店,台北,松山區,台北市松山區南京東路四段108號,,,manual,2026-07-18
TPD369,日出茶太,微風南京店,台北,松山區,台北市松山區南京東路三段337號B2-15,,,manual,2026-07-18
TPD370,大苑子,台北八德店,台北,松山區,台北市松山區八德路四段289之3號,,,manual,2026-07-18
TPD371,大苑子,南京開發店,台北,松山區,台北市松山區南京東路五段123巷6弄1號,,,manual,2026-07-18
TPD372,50嵐,內湖園區店,台北,內湖區,台北市內湖區內湖路一段425號,,,manual,2026-07-18
TPD373,50嵐,德安店,台北,內湖區,台北市內湖區康寧路一段66號,,,manual,2026-07-18
TPD374,50嵐,東湖店,台北,內湖區,台北市內湖區康寧路三段48號,,,manual,2026-07-18
TPD375,50嵐,文德店,台北,內湖區,台北市內湖區文德路20號,,,manual,2026-07-18
TPD376,50嵐,東湖二店,台北,內湖區,台北市內湖區東湖路149號,,,manual,2026-07-18
TPD377,50嵐,瑞光店,台北,內湖區,台北市內湖區民權東路六段94號,,,manual,2026-07-18
TPD378,清心福全,港墘店,台北,內湖區,台北市內湖區內湖路一段737巷56號,,,manual,2026-07-18
TPD379,清心福全,西湖店,台北,內湖區,台北市內湖區內湖路一段285巷3號,,,manual,2026-07-18
TPD380,清心福全,東湖店,台北,內湖區,台北市內湖區東湖路146號,,,manual,2026-07-18
TPD381,清心福全,碧湖店,台北,內湖區,台北市內湖區內湖路二段369號,,,manual,2026-07-18
TPD382,清心福全,新明店,台北,內湖區,台北市內湖區新明路244號,,,manual,2026-07-18
TPD383,CoCo都可,內湖店,台北,內湖區,台北市內湖區內湖路一段285巷29號,,,manual,2026-07-18
TPD384,CoCo都可,東湖2店,台北,內湖區,台北市內湖區東湖路37號,,,manual,2026-07-18
TPD385,迷客夏,臺北西湖店,台北,內湖區,台北市內湖區內湖路一段285巷65弄8號,,,manual,2026-07-18
TPD386,迷客夏,臺北瑞光店,台北,內湖區,台北市內湖區民權東路六段100號,,,manual,2026-07-18
TPD387,麻古茶坊,內湖科學園區店,台北,內湖區,台北市內湖區內湖路一段587號,,,manual,2026-07-18
TPD388,麻古茶坊,內湖康寧店,台北,內湖區,台北市內湖區康寧路一段54號,,,manual,2026-07-18
TPD389,麻古茶坊,東湖店,台北,內湖區,台北市內湖區東湖路141號,,,manual,2026-07-18
TPD390,龜記茗品,內湖店,台北,內湖區,台北市內湖區內湖路一段409號1樓,,,manual,2026-07-18
TPD391,龜記茗品,內湖康寧店,台北,內湖區,台北市內湖區康寧路一段58號,,,manual,2026-07-18
TPD392,龜記茗品,內湖737店,台北,內湖區,台北市內湖區內湖路一段737巷8弄1號,,,manual,2026-07-18
TPD393,五桐號,台北內湖江南店,台北,內湖區,台北市內湖區江南街126號1樓,,,manual,2026-07-18
TPD394,五桐號,台北內湖東湖店,台北,內湖區,台北市內湖區東湖路143號,,,manual,2026-07-18
TPD395,一沐日,內湖江南店,台北,內湖區,台北市內湖區江南街75號,,,manual,2026-07-18
TPD396,可不可熟成紅茶,內湖民權店,台北,內湖區,台北市內湖區民權東路六段96號,,,manual,2026-07-18
TPD397,可不可熟成紅茶,內湖江南店,台北,內湖區,台北市內湖區江南街105號,,,manual,2026-07-18
TPD398,可不可熟成紅茶,內湖瑞光店,台北,內湖區,台北市內湖區瑞光路517號,,,manual,2026-07-18
TPD399,茶聚,內湖康寧店,台北,內湖區,台北市內湖區康寧路一段82號,,,manual,2026-07-18
TPD400,COMEBUY,台北內湖店,台北,內湖區,台北市內湖區內湖路一段737巷50弄7號,,,manual,2026-07-18
TPD401,COMEBUY,台北葫洲店,台北,內湖區,台北市內湖區康寧路三段26巷1號,,,manual,2026-07-18
TPD402,COMEBUY,台北西湖店,台北,內湖區,台北市內湖區內湖路一段285巷25號,,,manual,2026-07-18
TPD403,茶湯會,內湖江南店,台北,內湖區,台北市內湖區江南街120號,,,manual,2026-07-18
TPD404,鮮茶道,內湖新明店,台北,內湖區,台北市內湖區新明路331號,,,manual,2026-07-18
TPD405,鮮茶道,北市內湖店,台北,內湖區,台北市內湖區內湖路一段421號,,,manual,2026-07-18
TPD406,珍煮丹,內湖江南店,台北,內湖區,台北市內湖區江南街108號,,,manual,2026-07-18
TPD407,珍煮丹,內湖園區店,台北,內湖區,台北市內湖區內湖路一段411巷8號1樓,,,manual,2026-07-18
TPD408,日出茶太,內湖大潤發一館店,台北,內湖區,台北市內湖區舊宗路一段128號1樓,,,manual,2026-07-18
TPD409,日出茶太,內湖大潤發二館店,台北,內湖區,台北市內湖區舊宗路一段188號,,,manual,2026-07-18
TPD410,日出茶太,家樂福內湖店,台北,內湖區,台北市內湖區民善街88號,,,manual,2026-07-18
TPD411,日出茶太,微風三總店,台北,內湖區,台北市內湖區成功二路325號,,,manual,2026-07-18
TPD412,大苑子,內湖江南店,台北,內湖區,台北市內湖區江南街101號,,,manual,2026-07-18
TPD413,50嵐,南港園區店,台北,南港區,台北市南港區南港路一段116號,,,manual,2026-07-18
TPD414,50嵐,昆陽遠東店,台北,南港區,台北市南港區南港路三段1號,,,manual,2026-07-18
TPD415,50嵐,同德店,台北,南港區,台北市南港區同德路39號,,,manual,2026-07-18
TPD416,50嵐,中坡店,台北,南港區,台北市南港區中坡南路5號,,,manual,2026-07-18
TPD417,清心福全,南港店,台北,南港區,台北市南港區南港路三段20號,,,manual,2026-07-18
TPD418,清心福全,經貿店,台北,南港區,台北市南港區南港路一段154號,,,manual,2026-07-18
TPD419,CoCo都可,興華店,台北,南港區,台北市南港區興華路105號1樓,,,manual,2026-07-18
TPD420,CoCo都可,LaLaport南港店,台北,南港區,台北市南港區經貿二路166號,,,manual,2026-07-18
TPD421,迷客夏,臺北南港店,台北,南港區,台北市南港區三重路3號,,,manual,2026-07-18
TPD422,迷客夏,臺北南港站前店,台北,南港區,台北市南港區興華路91號,,,manual,2026-07-18
TPD423,迷客夏,Milksha Plus 臺北南港LaLaport店,台北,南港區,台北市南港區經貿二路131號B1,,,manual,2026-07-18
TPD424,麻古茶坊,南港軟體園區店,台北,南港區,台北市南港區興東街7-2號,,,manual,2026-07-18
TPD425,龜記茗品,南港昆陽店,台北,南港區,台北市南港區南港路三段5號,,,manual,2026-07-18
TPD426,龜記茗品,南港後山埤店,台北,南港區,台北市南港區中坡南路5號1樓,,,manual,2026-07-18
TPD427,龜記茗品,南港中信店,台北,南港區,台北市南港區經貿二路186號3樓,,,manual,2026-07-18
TPD428,龜記茗品,南港CITYLINK店,台北,南港區,台北市南港區忠孝東路七段369號C棟2F,,,manual,2026-07-18
TPD429,五桐號,台北南港店,台北,南港區,台北市南港區南港路一段147號1樓,,,manual,2026-07-18
TPD430,一沐日,南港興華店,台北,南港區,台北市南港區興華路92號,,,manual,2026-07-18
TPD431,可不可熟成紅茶,台北昆陽店,台北,南港區,台北市南港區忠孝東路六段426號,,,manual,2026-07-18
TPD432,可不可熟成紅茶,台北南港店,台北,南港區,台北市南港區南港路一段118號,,,manual,2026-07-18
TPD433,茶聚,南港玉成店,台北,南港區,台北市南港區南港路三段25號,,,manual,2026-07-18
TPD434,COMEBUY,南港昆陽店,台北,南港區,台北市南港區昆陽街140巷1號,,,manual,2026-07-18
TPD435,茶湯會,南港展覽館店,台北,南港區,台北市南港區南港路一段134號,,,manual,2026-07-18
TPD436,茶湯會,台北南港三店,台北,南港區,台北市南港區南港路三段4號,,,manual,2026-07-18
TPD437,珍煮丹,南港園區店,台北,南港區,台北市南港區新民街58號,,,manual,2026-07-18
TPD438,日出茶太,南港環球店,台北,南港區,台北市南港區忠孝東路七段371號B1,,,manual,2026-07-18
TPD439,大苑子,南港中坡店,台北,南港區,台北市南港區中坡南路5號,,,manual,2026-07-18
TPD440,50嵐,士林捷運店,台北,士林區,台北市士林區中正路235巷38號,,,manual,2026-07-18
TPD441,50嵐,士林延平店,台北,士林區,台北市士林區延平北路六段25-27號,,,manual,2026-07-18
TPD442,50嵐,士東店,台北,士林區,台北市士林區士東路99號,,,manual,2026-07-18
TPD443,50嵐,天母店,台北,士林區,台北市士林區天母北路3號,,,manual,2026-07-18
TPD444,50嵐,士林文林店,台北,士林區,台北市士林區文林路191號,,,manual,2026-07-18
TPD445,50嵐,劍潭店,台北,士林區,台北市士林區承德路四段35號,,,manual,2026-07-18
TPD446,50嵐,德行店,台北,士林區,台北市士林區德行西路60號,,,manual,2026-07-18
TPD447,清心福全,士林天母店,台北,士林區,台北市士林區天母西路44號,,,manual,2026-07-18
TPD448,清心福全,士林陽明店,台北,士林區,台北市士林區文林路22號,,,manual,2026-07-18
TPD449,清心福全,士林社子店,台北,士林區,台北市士林區延平北路六段129號,,,manual,2026-07-18
TPD450,清心福全,士林福華店,台北,士林區,台北市士林區福華路142號,,,manual,2026-07-18
TPD451,清心福全,士林德行東店,台北,士林區,台北市士林區德行東路214號,,,manual,2026-07-18
TPD452,清心福全,士林文大店,台北,士林區,台北市士林區光華路26巷4之2號,,,manual,2026-07-18
TPD453,CoCo都可,士林中正店,台北,士林區,台北市士林區中正路342號,,,manual,2026-07-18
TPD454,CoCo都可,文化店,台北,士林區,台北市士林區光華路26巷4-2號,,,manual,2026-07-18
TPD455,CoCo都可,大南店,台北,士林區,台北市士林區大南路309號,,,manual,2026-07-18
TPD456,CoCo都可,天母店,台北,士林區,台北市士林區天母西路7號,,,manual,2026-07-18
TPD457,CoCo都可,社子店,台北,士林區,台北市士林區延平北路六段91號,,,manual,2026-07-18
TPD458,CoCo都可,天母德行店,台北,士林區,台北市士林區德行東路107號,,,manual,2026-07-18
TPD459,CoCo都可,美崙店,台北,士林區,台北市士林區美崙街5號,,,manual,2026-07-18
TPD460,CoCo都可,華齡店,台北,士林區,台北市士林區華齡街16號,,,manual,2026-07-18
TPD461,迷客夏,臺北士林店,台北,士林區,台北市士林區文林路311號,,,manual,2026-07-18
TPD462,迷客夏,臺北天母店,台北,士林區,台北市士林區德行東路82號,,,manual,2026-07-18
TPD463,麻古茶坊,大葉高島屋店,台北,士林區,台北市士林區忠誠路二段55號B1,,,manual,2026-07-18
TPD464,龜記茗品,天母芝山店,台北,士林區,台北市士林區德行東路7號1樓,,,manual,2026-07-18
TPD465,龜記茗品,士林中正店,台北,士林區,台北市士林區中正路235巷40號,,,manual,2026-07-18
TPD466,五桐號,台北芝山店,台北,士林區,台北市士林區德行西路54-1號,,,manual,2026-07-18
TPD467,五桐號,台北士林中正店,台北,士林區,台北市士林區中正路235巷24號,,,manual,2026-07-18
TPD468,一沐日,天母德行東店,台北,士林區,台北市士林區德行東路21號,,,manual,2026-07-18
TPD469,可不可熟成紅茶,士林大北店,台北,士林區,台北市士林區大北路5號,,,manual,2026-07-18
TPD470,可不可熟成紅茶,天母德行東店,台北,士林區,台北市士林區德行東路166號,,,manual,2026-07-18
TPD471,茶聚,芝山福華店,台北,士林區,台北市士林區福華路164巷15號,,,manual,2026-07-18
TPD472,COMEBUY,士林文林店,台北,士林區,台北市士林區文林路203號,,,manual,2026-07-18
TPD473,COMEBUY,士林承德店,台北,士林區,台北市士林區承德路四段40巷125號,,,manual,2026-07-18
TPD474,COMEBUY,士林美崙店,台北,士林區,台北市士林區美崙街7號,,,manual,2026-07-18
TPD475,COMEBUY,芝山店,台北,士林區,台北市士林區福華路164-1號,,,manual,2026-07-18
TPD476,COMEBUY,社子延平店,台北,士林區,台北市士林區延平北路六段59號,,,manual,2026-07-18
TPD477,COMEBUY,天母店,台北,士林區,台北市士林區天母西路3號1之29,,,manual,2026-07-18
TPD478,COMEBUY,文化店,台北,士林區,台北市士林區光華路26巷2弄2號,,,manual,2026-07-18
TPD479,茶湯會,芝山福華店,台北,士林區,台北市士林區福華路164巷8號,,,manual,2026-07-18
TPD480,茶湯會,士林中正店,台北,士林區,台北市士林區中正路235巷36號1樓,,,manual,2026-07-18
TPD481,珍煮丹,士林大北店,台北,士林區,台北市士林區大北路54號,,,manual,2026-07-18
TPD482,日出茶太,天母SOGO店,台北,士林區,台北市士林區中山北路六段77號8F,,,manual,2026-07-18
TPD483,大苑子,台北天母店,台北,士林區,台北市士林區天母西路11號,,,manual,2026-07-18
TPD484,大苑子,士林文林店,台北,士林區,台北市士林區文林路22號,,,manual,2026-07-18
TPD485,50嵐,新北投店,台北,北投區,台北市北投區光明路200-2號,,,manual,2026-07-18
TPD486,50嵐,北投店,台北,北投區,台北市北投區光明路21號,,,manual,2026-07-18
TPD487,50嵐,奇岩店,台北,北投區,台北市北投區崇仁路一段70號,,,manual,2026-07-18
TPD488,50嵐,石牌店,台北,北投區,台北市北投區裕民一路23號,,,manual,2026-07-18
TPD489,清心福全,北投中和店,台北,北投區,台北市北投區中和街331號,,,manual,2026-07-18
TPD490,清心福全,北投知行店,台北,北投區,台北市北投區知行路287號,,,manual,2026-07-18
TPD491,清心福全,北投致遠店,台北,北投區,台北市北投區尊賢街211號,,,manual,2026-07-18
TPD492,清心福全,北投中央北店,台北,北投區,台北市北投區中央北路四段511號,,,manual,2026-07-18
TPD493,清心福全,北投光明店,台北,北投區,台北市北投區光明路148號,,,manual,2026-07-18
TPD494,CoCo都可,北投中和店,台北,北投區,台北市北投區中和街280號,,,manual,2026-07-18
TPD495,CoCo都可,北投中央北店,台北,北投區,台北市北投區中央北路二段31號,,,manual,2026-07-18
TPD496,CoCo都可,北投中央南店,台北,北投區,台北市北投區中央南路一段124號,,,manual,2026-07-18
TPD497,CoCo都可,尊賢店,台北,北投區,台北市北投區尊賢街253號,,,manual,2026-07-18
TPD498,CoCo都可,石牌店,台北,北投區,台北市北投區東華街一段556號,,,manual,2026-07-18
TPD499,CoCo都可,關渡店,台北,北投區,台北市北投區知行路301號,,,manual,2026-07-18
TPD500,CoCo都可,台北自強店,台北,北投區,台北市北投區自強街101號,,,manual,2026-07-18
TPD501,迷客夏,臺北北投店,台北,北投區,台北市北投區中央南路一段1號,,,manual,2026-07-18
TPD502,迷客夏,臺北石牌店,台北,北投區,台北市北投區裕民一路40巷33號,,,manual,2026-07-18
TPD503,迷客夏,臺北榮總店,台北,北投區,台北市北投區石牌路二段201號中正樓生活廣場1樓,,,manual,2026-07-18
TPD504,迷客夏,臺北華碩店,台北,北投區,台北市北投區立德路115號3F,,,manual,2026-07-18
TPD505,迷客夏,臺北和碩店,台北,北投區,台北市北投區立德路150之3號B1,,,manual,2026-07-18
TPD506,麻古茶坊,北投中央店,台北,北投區,台北市北投區中央南路一段8號1樓,,,manual,2026-07-18
TPD507,龜記茗品,北投石牌店,台北,北投區,台北市北投區石牌路二段124號,,,manual,2026-07-18
TPD508,五桐號,台北北投石牌店,台北,北投區,台北市北投區石牌路二段62號,,,manual,2026-07-18
TPD509,可不可熟成紅茶,北投中和店,台北,北投區,台北市北投區中和街232號,,,manual,2026-07-18
TPD510,可不可熟成紅茶,石牌裕民店,台北,北投區,台北市北投區裕民一路11號,,,manual,2026-07-18
TPD511,可不可熟成紅茶,北投公館店,台北,北投區,台北市北投區公館路9號,,,manual,2026-07-18
TPD512,茶聚,北投尊賢店,台北,北投區,台北市北投區尊賢街209號,,,manual,2026-07-18
TPD513,COMEBUY,北投明德店,台北,北投區,台北市北投區明德路126號,,,manual,2026-07-18
TPD514,COMEBUY,北投吉利店,台北,北投區,台北市北投區吉利街114號,,,manual,2026-07-18
TPD515,COMEBUY,北投奇岩店,台北,北投區,台北市北投區三合街二段482號,,,manual,2026-07-18
TPD516,COMEBUY,石牌裕民店,台北,北投區,台北市北投區裕民二路2號,,,manual,2026-07-18
TPD517,COMEBUY,石牌路店,台北,北投區,台北市北投區石牌路二段201號,,,manual,2026-07-18
TPD518,COMEBUY,北投溫泉店,台北,北投區,台北市北投區光明路115號,,,manual,2026-07-18
TPD519,茶湯會,新北投光明店,台北,北投區,台北市北投區光明路214之1號,,,manual,2026-07-18
TPD520,珍煮丹,台北石牌店,台北,北投區,台北市北投區石牌路一段164之1號,,,manual,2026-07-18
TPD521,大苑子,北投光明店,台北,北投區,台北市北投區光明路200號,,,manual,2026-07-18
TPD522,大苑子,北投石牌店,台北,北投區,台北市北投區裕民一路43號,,,manual,2026-07-18
YLD523,清心福全,宜蘭中山店,宜蘭,宜蘭市,宜蘭縣宜蘭市中山路三段167號,,,manual,2026-07-18
YLD524,清心福全,宜蘭幾米公園店,宜蘭,宜蘭市,宜蘭縣宜蘭市宜興路一段236號,,,manual,2026-07-18
YLD525,清心福全,宜蘭東港店,宜蘭,宜蘭市,宜蘭縣宜蘭市東港路二段426號,,,manual,2026-07-18
YLD526,清心福全,宜蘭泰山店,宜蘭,宜蘭市,宜蘭縣宜蘭市泰山路235號,,,manual,2026-07-18
YLD527,清心福全,宜蘭舊城南店,宜蘭,宜蘭市,宜蘭縣宜蘭市舊城南路38號,,,manual,2026-07-18
YLD528,清心福全,羅東維揚店,宜蘭,羅東鎮,宜蘭縣羅東鎮維揚路72號,,,manual,2026-07-18
YLD529,清心福全,羅東站前店,宜蘭,羅東鎮,宜蘭縣羅東鎮公正路69號,,,manual,2026-07-18
YLD530,清心福全,羅東公正店,宜蘭,羅東鎮,宜蘭縣羅東鎮公正路289-3號,,,manual,2026-07-18
YLD531,清心福全,羅東興東店,宜蘭,羅東鎮,宜蘭縣羅東鎮中山路三段219號,,,manual,2026-07-18
YLD532,清心福全,羅東中正南店,宜蘭,羅東鎮,宜蘭縣羅東鎮中正南路133號,,,manual,2026-07-18
YLD533,清心福全,礁溪店,宜蘭,礁溪鄉,宜蘭縣礁溪鄉礁溪路五段2號,,,manual,2026-07-18
YLD534,清心福全,礁溪中山店,宜蘭,礁溪鄉,宜蘭縣礁溪鄉中山路二段180號,,,manual,2026-07-18
YLD535,清心福全,頭城青雲店,宜蘭,頭城鎮,宜蘭縣頭城鎮青雲路三段50號,,,manual,2026-07-18
YLD536,清心福全,頭城金面店,宜蘭,頭城鎮,宜蘭縣頭城鎮青雲路二段367號,,,manual,2026-07-18
YLD537,清心福全,蘇澳中山店,宜蘭,蘇澳鎮,宜蘭縣蘇澳鎮中山路一段151號,,,manual,2026-07-18
YLD538,清心福全,蘇澳江夏店,宜蘭,蘇澳鎮,宜蘭縣蘇澳鎮江夏路75號,,,manual,2026-07-18
YLD539,清心福全,蘇澳馬賽店,宜蘭,蘇澳鎮,宜蘭縣蘇澳鎮大同路25號,,,manual,2026-07-18
YLD540,清心福全,冬山店,宜蘭,冬山鄉,宜蘭縣冬山鄉冬山路一段1090號,,,manual,2026-07-18
YLD541,清心福全,五結店,宜蘭,五結鄉,宜蘭縣五結鄉五結路二段516號,,,manual,2026-07-18
YLD542,清心福全,三星店,宜蘭,三星鄉,宜蘭縣三星鄉三星路四段458號,,,manual,2026-07-18
YLD543,清心福全,壯圍店,宜蘭,壯圍鄉,宜蘭縣壯圍鄉壯五路323號,,,manual,2026-07-18
YLD544,CoCo都可,宜蘭店,宜蘭,宜蘭市,宜蘭縣宜蘭市中山路三段201號,,,manual,2026-07-18
YLD545,CoCo都可,宜蘭2店,宜蘭,宜蘭市,宜蘭縣宜蘭市神農路一段19號,,,manual,2026-07-18
YLD546,CoCo都可,宜蘭舊城店,宜蘭,宜蘭市,宜蘭縣宜蘭市舊城南路40號,,,manual,2026-07-18
YLD547,CoCo都可,羅東店,宜蘭,羅東鎮,宜蘭縣羅東鎮民生路120號,,,manual,2026-07-18
YLD548,CoCo都可,礁溪店,宜蘭,礁溪鄉,宜蘭縣礁溪鄉礁溪路五段70號,,,manual,2026-07-18
YLD549,CoCo都可,宜蘭五結店,宜蘭,五結鄉,宜蘭縣五結鄉五結路二段440號,,,manual,2026-07-18
YLD550,CoCo都可,蘇澳店,宜蘭,蘇澳鎮,宜蘭縣蘇澳鎮中山路一段76號,,,manual,2026-07-18
YLD551,CoCo都可,頭城店,宜蘭,頭城鎮,宜蘭縣頭城鎮青雲路三段169號,,,manual,2026-07-18
YLD552,CoCo都可,壯圍店,宜蘭,壯圍鄉,宜蘭縣壯圍鄉壯五路294號,,,manual,2026-07-18
YLD553,CoCo都可,冬山義成店,宜蘭,冬山鄉,宜蘭縣冬山鄉義成路三段403號,,,manual,2026-07-18
YLD554,迷客夏,宜蘭神農店,宜蘭,宜蘭市,宜蘭縣宜蘭市神農路一段8號,,,manual,2026-07-18
YLD555,迷客夏,宜蘭羅東店,宜蘭,羅東鎮,宜蘭縣羅東鎮公正路33號,,,manual,2026-07-18
YLD556,迷客夏,宜蘭礁溪店,宜蘭,礁溪鄉,宜蘭縣礁溪鄉德陽路17號,,,manual,2026-07-18
YLD557,麻古茶坊,宜蘭宜大店,宜蘭,宜蘭市,宜蘭縣宜蘭市進士路二段518號,,,manual,2026-07-18
YLD558,麻古茶坊,宜蘭中山店,宜蘭,宜蘭市,宜蘭縣宜蘭市中山路三段52號,,,manual,2026-07-18
YLD559,麻古茶坊,宜蘭礁溪店,宜蘭,礁溪鄉,宜蘭縣礁溪鄉礁溪路五段56號,,,manual,2026-07-18
YLD560,麻古茶坊,羅東公正店,宜蘭,羅東鎮,宜蘭縣羅東鎮公正路204號,,,manual,2026-07-18
YLD561,麻古茶坊,宜蘭東港店,宜蘭,宜蘭市,宜蘭縣宜蘭市東港路二段237號,,,manual,2026-07-18
YLD562,龜記茗品,宜蘭中山店,宜蘭,宜蘭市,宜蘭縣宜蘭市中山路三段196號,,,manual,2026-07-18
YLD563,龜記茗品,羅東公正店,宜蘭,羅東鎮,宜蘭縣羅東鎮公正路322號,,,manual,2026-07-18
YLD564,五桐號,宜蘭中山店,宜蘭,宜蘭市,宜蘭縣宜蘭市中山路三段163號,,,manual,2026-07-18
YLD565,五桐號,羅東公正店,宜蘭,羅東鎮,宜蘭縣羅東鎮公正路45號,,,manual,2026-07-18
YLD566,五桐號,羅東民權店,宜蘭,羅東鎮,宜蘭縣羅東鎮民權路151號,,,manual,2026-07-18
YLD567,五桐號,頭城店,宜蘭,頭城鎮,宜蘭縣頭城鎮青雲路三段82號,,,manual,2026-07-18
YLD568,一沐日,宜蘭羅東店,宜蘭,羅東鎮,宜蘭縣羅東鎮興東路103號,,,manual,2026-07-18
YLD569,可不可熟成紅茶,宜蘭中山店,宜蘭,宜蘭市,宜蘭縣宜蘭市中山路三段185號,,,manual,2026-07-18
YLD570,可不可熟成紅茶,羅東民權店,宜蘭,羅東鎮,宜蘭縣羅東鎮民權路169號,,,manual,2026-07-18
YLD571,茶的魔手,宜蘭民權新店,宜蘭,宜蘭市,宜蘭縣宜蘭市民權新路193號,,,manual,2026-07-18
YLD572,茶聚,羅東民權店,宜蘭,羅東鎮,宜蘭縣羅東鎮民權路21號,,,manual,2026-07-18
YLD573,茶聚,羅東中華店,宜蘭,羅東鎮,宜蘭縣羅東鎮中華路116號,,,manual,2026-07-18
YLD574,茶聚,冬山南興店,宜蘭,冬山鄉,宜蘭縣冬山鄉冬山路一段986巷12號,,,manual,2026-07-18
YLD575,COMEBUY,宜蘭中山店,宜蘭,宜蘭市,宜蘭縣宜蘭市中山路三段199號,,,manual,2026-07-18
YLD576,COMEBUY,宜蘭復興店,宜蘭,宜蘭市,宜蘭縣宜蘭市復興路一段127號1樓,,,manual,2026-07-18
YLD577,COMEBUY,宜蘭員山店,宜蘭,員山鄉,宜蘭縣員山鄉員山路一段203號,,,manual,2026-07-18
YLD578,COMEBUY,宜蘭壯圍店,宜蘭,壯圍鄉,宜蘭縣壯圍鄉壯五路293號,,,manual,2026-07-18
